Rocket,Launch,Mach Number,Pitch (deg),Roll (deg),drag vector (N),Total Drag (N),C_D vector,Total C_D,Moment x_locations,Moments (Nm),C_M vectors
Athena,v2,0.55,5,0,"[-141.067, 1.015, -277.288]",311.11,"[-0.469, 0.003, -0.921]",1.033,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.002, 194.453, 1.572], [0.002, 166.724, 1.47], [0.002, 138.995, 1.369], [0.002, 111.267, 1.267], [0.002, 83.538, 1.165], [0.002, 55.809, 1.064], [0.002, 28.08, 0.962], [0.002, 0.351, 0.861], [0.002, -27.377, 0.759], [0.002, -55.106, 0.658], [0.002, -82.835, 0.556], [0.002, -110.564, 0.455], [0.002, -138.293, 0.353], [0.002, -166.022, 0.252], [0.002, -193.75, 0.15], [0.002, -221.479, 0.048], [0.002, -249.208, -0.053], [0.002, -276.937, -0.155], [0.002, -304.666, -0.256], [0.002, -332.394, -0.358], [0.002, -360.123, -0.459], [0.002, -387.852, -0.561], [0.002, -415.581, -0.662], [0.002, -443.31, -0.764], [0.002, -471.039, -0.865]]","[[0.0, 4.93, 0.04], [0.0, 4.227, 0.037], [0.0, 3.524, 0.035], [0.0, 2.821, 0.032], [0.0, 2.118, 0.03], [0.0, 1.415, 0.027], [0.0, 0.712, 0.024], [0.0, 0.009, 0.022], [0.0, -0.694, 0.019], [0.0, -1.397, 0.017], [0.0, -2.1, 0.014], [0.0, -2.803, 0.012], [0.0, -3.506, 0.009], [0.0, -4.209, 0.006], [0.0, -4.912, 0.004], [0.0, -5.615, 0.001], [0.0, -6.318, -0.001], [0.0, -7.021, -0.004], [0.0, -7.724, -0.006], [0.0, -8.428, -0.009], [0.0, -9.131, -0.012], [0.0, -9.834, -0.014], [0.0, -10.537, -0.017], [0.0, -11.24, -0.019], [0.0, -11.943, -0.022]]"
Athena,v2,0.5,11,15,"[-113.849, -102.2, -528.378]",550.082,"[-0.458, -0.411, -2.123]",2.211,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.659, 404.537, -107.936], [2.659, 351.699, -97.716], [2.659, 298.861, -87.496], [2.659, 246.023, -77.276], [2.659, 193.185, -67.055], [2.659, 140.348, -56.835], [2.659, 87.51, -46.615], [2.659, 34.672, -36.395], [2.659, -18.166, -26.175], [2.659, -71.004, -15.955], [2.659, -123.842, -5.735], [2.659, -176.679, 4.485], [2.659, -229.517, 14.705], [2.659, -282.355, 24.925], [2.659, -335.193, 35.145], [2.659, -388.031, 45.365], [2.659, -440.869, 55.585], [2.659, -493.706, 65.805], [2.659, -546.544, 76.025], [2.659, -599.382, 86.245], [2.659, -652.22, 96.465], [2.659, -705.058, 106.685], [2.659, -757.896, 116.905], [2.659, -810.733, 127.125], [2.659, -863.571, 137.345]]","[[0.082, 12.411, -3.311], [0.082, 10.79, -2.998], [0.082, 9.169, -2.684], [0.082, 7.548, -2.371], [0.082, 5.927, -2.057], [0.082, 4.306, -1.744], [0.082, 2.685, -1.43], [0.082, 1.064, -1.117], [0.082, -0.557, -0.803], [0.082, -2.178, -0.489], [0.082, -3.799, -0.176], [0.082, -5.42, 0.138], [0.082, -7.041, 0.451], [0.082, -8.662, 0.765], [0.082, -10.283, 1.078], [0.082, -11.904, 1.392], [0.082, -13.525, 1.705], [0.082, -15.146, 2.019], [0.082, -16.767, 2.332], [0.082, -18.388, 2.646], [0.082, -20.009, 2.959], [0.082, -21.63, 3.273], [0.082, -23.251, 3.586], [0.082, -24.872, 3.9], [0.082, -26.493, 4.214]]"
Athena,v2,0.6,0,0,"[-166.051, 2.122, 1.744]",166.074,"[-0.463, 0.006, 0.005]",0.463,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.072, -0.353, 0.369], [0.072, -0.179, 0.157], [0.072, -0.004, -0.056], [0.072, 0.17, -0.268], [0.072, 0.345, -0.48], [0.072, 0.519, -0.692], [0.072, 0.694, -0.904], [0.072, 0.868, -1.117], [0.072, 1.043, -1.329], [0.072, 1.217, -1.541], [0.072, 1.392, -1.753], [0.072, 1.566, -1.966], [0.072, 1.74, -2.178], [0.072, 1.915, -2.39], [0.072, 2.089, -2.602], [0.072, 2.264, -2.814], [0.072, 2.438, -3.027], [0.072, 2.613, -3.239], [0.072, 2.787, -3.451], [0.072, 2.962, -3.663], [0.072, 3.136, -3.875], [0.072, 3.31, -4.088], [0.072, 3.485, -4.3], [0.072, 3.659, -4.512], [0.072, 3.834, -4.724]]","[[0.002, -0.008, 0.008], [0.002, -0.004, 0.003], [0.002, -0.0, -0.001], [0.002, 0.004, -0.006], [0.002, 0.007, -0.01], [0.002, 0.011, -0.015], [0.002, 0.015, -0.019], [0.002, 0.018, -0.024], [0.002, 0.022, -0.028], [0.002, 0.026, -0.033], [0.002, 0.03, -0.037], [0.002, 0.033, -0.042], [0.002, 0.037, -0.046], [0.002, 0.041, -0.051], [0.002, 0.045, -0.055], [0.002, 0.048, -0.06], [0.002, 0.052, -0.064], [0.002, 0.056, -0.069], [0.002, 0.059, -0.074], [0.002, 0.063, -0.078], [0.002, 0.067, -0.083], [0.002, 0.071, -0.087], [0.002, 0.074, -0.092], [0.002, 0.078, -0.096], [0.002, 0.082, -0.101]]"
Athena,v2,0.8,7,30,"[-313.454, -387.597, -796.157]",939.335,"[-0.492, -0.608, -1.25]",1.475,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[2.94, 533.151, -306.322], [2.94, 453.535, -267.563], [2.94, 373.919, -228.803], [2.94, 294.303, -190.043], [2.94, 214.688, -151.284], [2.94, 135.072, -112.524], [2.94, 55.456, -73.764], [2.94, -24.159, -35.005], [2.94, -103.775, 3.755], [2.94, -183.391, 42.515], [2.94, -263.007, 81.275], [2.94, -342.622, 120.034], [2.94, -422.238, 158.794], [2.94, -501.854, 197.554], [2.94, -581.47, 236.313], [2.94, -661.085, 275.073], [2.94, -740.701, 313.833], [2.94, -820.317, 352.592], [2.94, -899.933, 391.352], [2.94, -979.548, 430.112], [2.94, -1059.164, 468.871], [2.94, -1138.78, 507.631], [2.94, -1218.396, 546.391], [2.94, -1298.011, 585.15], [2.94, -1377.627, 623.91]]","[[0.035, 6.389, -3.671], [0.035, 5.435, -3.206], [0.035, 4.481, -2.742], [0.035, 3.527, -2.277], [0.035, 2.573, -1.813], [0.035, 1.619, -1.348], [0.035, 0.665, -0.884], [0.035, -0.29, -0.419], [0.035, -1.244, 0.045], [0.035, -2.198, 0.509], [0.035, -3.152, 0.974], [0.035, -4.106, 1.438], [0.035, -5.06, 1.903], [0.035, -6.014, 2.367], [0.035, -6.968, 2.832], [0.035, -7.922, 3.296], [0.035, -8.876, 3.761], [0.035, -9.83, 4.225], [0.035, -10.785, 4.69], [0.035, -11.739, 5.154], [0.035, -12.693, 5.619], [0.035, -13.647, 6.083], [0.035, -14.601, 6.548], [0.035, -15.555, 7.012], [0.035, -16.509, 7.477]]"
Athena,v2,0.2,13,45,"[-18.906, -68.354, -63.047]",94.893,"[-0.475, -1.717, -1.584]",2.384,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.084, 56.575, -61.101], [0.084, 50.27, -54.265], [0.084, 43.966, -47.43], [0.084, 37.661, -40.595], [0.084, 31.356, -33.759], [0.084, 25.052, -26.924], [0.084, 18.747, -20.088], [0.084, 12.442, -13.253], [0.084, 6.138, -6.417], [0.084, -0.167, 0.418], [0.084, -6.472, 7.253], [0.084, -12.777, 14.089], [0.084, -19.081, 20.924], [0.084, -25.386, 27.76], [0.084, -31.691, 34.595], [0.084, -37.995, 41.431], [0.084, -44.3, 48.266], [0.084, -50.605, 55.101], [0.084, -56.909, 61.937], [0.084, -63.214, 68.772], [0.084, -69.519, 75.608], [0.084, -75.824, 82.443], [0.084, -82.128, 89.279], [0.084, -88.433, 96.114], [0.084, -94.738, 102.949]]","[[0.016, 10.848, -11.715], [0.016, 9.639, -10.405], [0.016, 8.43, -9.094], [0.016, 7.221, -7.784], [0.016, 6.012, -6.473], [0.016, 4.803, -5.162], [0.016, 3.595, -3.852], [0.016, 2.386, -2.541], [0.016, 1.177, -1.23], [0.016, -0.032, 0.08], [0.016, -1.241, 1.391], [0.016, -2.45, 2.701], [0.016, -3.659, 4.012], [0.016, -4.867, 5.323], [0.016, -6.076, 6.633], [0.016, -7.285, 7.944], [0.016, -8.494, 9.254], [0.016, -9.703, 10.565], [0.016, -10.912, 11.876], [0.016, -12.121, 13.186], [0.016, -13.33, 14.497], [0.016, -14.538, 15.808], [0.016, -15.747, 17.118], [0.016, -16.956, 18.429], [0.016, -18.165, 19.739]]"
Athena,v2,0.45,5,15,"[-94.773, -35.819, -175.347]",202.513,"[-0.47, -0.178, -0.87]",1.005,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.351, 125.477, -31.831], [0.351, 107.942, -28.249], [0.351, 90.408, -24.667], [0.351, 72.873, -21.085], [0.351, 55.338, -17.503], [0.351, 37.803, -13.922], [0.351, 20.269, -10.34], [0.351, 2.734, -6.758], [0.351, -14.801, -3.176], [0.351, -32.335, 0.406], [0.351, -49.87, 3.988], [0.351, -67.405, 7.57], [0.351, -84.939, 11.151], [0.351, -102.474, 14.733], [0.351, -120.009, 18.315], [0.351, -137.543, 21.897], [0.351, -155.078, 25.479], [0.351, -172.613, 29.061], [0.351, -190.148, 32.643], [0.351, -207.682, 36.224], [0.351, -225.217, 39.806], [0.351, -242.752, 43.388], [0.351, -260.286, 46.97], [0.351, -277.821, 50.552], [0.351, -295.356, 54.134]]","[[0.013, 4.752, -1.206], [0.013, 4.088, -1.07], [0.013, 3.424, -0.934], [0.013, 2.76, -0.799], [0.013, 2.096, -0.663], [0.013, 1.432, -0.527], [0.013, 0.768, -0.392], [0.013, 0.104, -0.256], [0.013, -0.561, -0.12], [0.013, -1.225, 0.015], [0.013, -1.889, 0.151], [0.013, -2.553, 0.287], [0.013, -3.217, 0.422], [0.013, -3.881, 0.558], [0.013, -4.545, 0.694], [0.013, -5.209, 0.829], [0.013, -5.873, 0.965], [0.013, -6.538, 1.101], [0.013, -7.202, 1.236], [0.013, -7.866, 1.372], [0.013, -8.53, 1.508], [0.013, -9.194, 1.643], [0.013, -9.858, 1.779], [0.013, -10.522, 1.915], [0.013, -11.186, 2.05]]"
Athena,v2,0.45,4,15,"[-95.157, -29.751, -137.614]",169.934,"[-0.472, -0.148, -0.683]",0.843,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.242, 97.814, -24.799], [0.242, 84.052, -21.824], [0.242, 70.291, -18.849], [0.242, 56.53, -15.874], [0.242, 42.768, -12.899], [0.242, 29.007, -9.924], [0.242, 15.245, -6.949], [0.242, 1.484, -3.974], [0.242, -12.277, -0.998], [0.242, -26.039, 1.977], [0.242, -39.8, 4.952], [0.242, -53.562, 7.927], [0.242, -67.323, 10.902], [0.242, -81.084, 13.877], [0.242, -94.846, 16.852], [0.242, -108.607, 19.828], [0.242, -122.369, 22.803], [0.242, -136.13, 25.778], [0.242, -149.891, 28.753], [0.242, -163.653, 31.728], [0.242, -177.414, 34.703], [0.242, -191.176, 37.678], [0.242, -204.937, 40.653], [0.242, -218.698, 43.629], [0.242, -232.46, 46.604]]","[[0.009, 3.705, -0.939], [0.009, 3.183, -0.827], [0.009, 2.662, -0.714], [0.009, 2.141, -0.601], [0.009, 1.62, -0.489], [0.009, 1.099, -0.376], [0.009, 0.577, -0.263], [0.009, 0.056, -0.151], [0.009, -0.465, -0.038], [0.009, -0.986, 0.075], [0.009, -1.507, 0.188], [0.009, -2.029, 0.3], [0.009, -2.55, 0.413], [0.009, -3.071, 0.526], [0.009, -3.592, 0.638], [0.009, -4.113, 0.751], [0.009, -4.635, 0.864], [0.009, -5.156, 0.976], [0.009, -5.677, 1.089], [0.009, -6.198, 1.202], [0.009, -6.719, 1.314], [0.009, -7.241, 1.427], [0.009, -7.762, 1.54], [0.009, -8.283, 1.652], [0.009, -8.804, 1.765]]"
Athena,v2,0.15,1,0,"[-11.164, -1.222, -3.844]",11.87,"[-0.499, -0.055, -0.172]",0.53,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.018, 2.771, -1.109], [0.018, 2.386, -0.987], [0.018, 2.002, -0.865], [0.018, 1.617, -0.743], [0.018, 1.233, -0.621], [0.018, 0.849, -0.499], [0.018, 0.464, -0.376], [0.018, 0.08, -0.254], [0.018, -0.304, -0.132], [0.018, -0.689, -0.01], [0.018, -1.073, 0.112], [0.018, -1.458, 0.234], [0.018, -1.842, 0.357], [0.018, -2.226, 0.479], [0.018, -2.611, 0.601], [0.018, -2.995, 0.723], [0.018, -3.379, 0.845], [0.018, -3.764, 0.967], [0.018, -4.148, 1.09], [0.018, -4.532, 1.212], [0.018, -4.917, 1.334], [0.018, -5.301, 1.456], [0.018, -5.686, 1.578], [0.018, -6.07, 1.7], [0.018, -6.454, 1.822]]","[[0.006, 0.945, -0.378], [0.006, 0.813, -0.336], [0.006, 0.682, -0.295], [0.006, 0.551, -0.253], [0.006, 0.42, -0.212], [0.006, 0.289, -0.17], [0.006, 0.158, -0.128], [0.006, 0.027, -0.087], [0.006, -0.104, -0.045], [0.006, -0.235, -0.003], [0.006, -0.366, 0.038], [0.006, -0.497, 0.08], [0.006, -0.628, 0.122], [0.006, -0.759, 0.163], [0.006, -0.89, 0.205], [0.006, -1.021, 0.246], [0.006, -1.152, 0.288], [0.006, -1.283, 0.33], [0.006, -1.414, 0.372], [0.006, -1.545, 0.413], [0.006, -1.676, 0.455], [0.006, -1.807, 0.496], [0.006, -1.938, 0.538], [0.006, -2.069, 0.579], [0.006, -2.2, 0.621]]"
Athena,v2,0.5,4,0,"[-117.133, 0.949, -177.789]",212.908,"[-0.471, 0.004, -0.715]",0.856,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.087, 125.109, 0.913], [0.087, 107.33, 0.818], [0.087, 89.551, 0.723], [0.087, 71.772, 0.628], [0.087, 53.993, 0.533], [0.087, 36.214, 0.438], [0.087, 18.435, 0.343], [0.087, 0.656, 0.249], [0.087, -17.123, 0.154], [0.087, -34.901, 0.059], [0.087, -52.68, -0.036], [0.087, -70.459, -0.131], [0.087, -88.238, -0.226], [0.087, -106.017, -0.321], [0.087, -123.796, -0.416], [0.087, -141.575, -0.511], [0.087, -159.354, -0.606], [0.087, -177.133, -0.701], [0.087, -194.912, -0.796], [0.087, -212.691, -0.89], [0.087, -230.469, -0.985], [0.087, -248.248, -1.08], [0.087, -266.027, -1.175], [0.087, -283.806, -1.27], [0.087, -301.585, -1.365]]","[[0.003, 3.838, 0.028], [0.003, 3.293, 0.025], [0.003, 2.747, 0.022], [0.003, 2.202, 0.019], [0.003, 1.656, 0.016], [0.003, 1.111, 0.013], [0.003, 0.566, 0.011], [0.003, 0.02, 0.008], [0.003, -0.525, 0.005], [0.003, -1.071, 0.002], [0.003, -1.616, -0.001], [0.003, -2.162, -0.004], [0.003, -2.707, -0.007], [0.003, -3.252, -0.01], [0.003, -3.798, -0.013], [0.003, -4.343, -0.016], [0.003, -4.889, -0.019], [0.003, -5.434, -0.022], [0.003, -5.98, -0.024], [0.003, -6.525, -0.027], [0.003, -7.07, -0.03], [0.003, -7.616, -0.033], [0.003, -8.161, -0.036], [0.003, -8.707, -0.039], [0.003, -9.252, -0.042]]"
Athena,v2,0.7,9,45,"[-230.857, -598.799, -581.755]",866.195,"[-0.473, -1.228, -1.193]",1.776,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[1.84, 435.077, -461.259], [1.84, 376.902, -401.38], [1.84, 318.726, -341.5], [1.84, 260.551, -281.62], [1.84, 202.375, -221.74], [1.84, 144.2, -161.86], [1.84, 86.024, -101.98], [1.84, 27.849, -42.1], [1.84, -30.327, 17.78], [1.84, -88.502, 77.66], [1.84, -146.678, 137.54], [1.84, -204.853, 197.42], [1.84, -263.029, 257.299], [1.84, -321.204, 317.179], [1.84, -379.38, 377.059], [1.84, -437.555, 436.939], [1.84, -495.731, 496.819], [1.84, -553.906, 556.699], [1.84, -612.082, 616.579], [1.84, -670.257, 676.459], [1.84, -728.433, 736.339], [1.84, -786.608, 796.219], [1.84, -844.784, 856.099], [1.84, -902.959, 915.978], [1.84, -961.135, 975.858]]","[[0.029, 6.81, -7.22], [0.029, 5.899, -6.282], [0.029, 4.989, -5.345], [0.029, 4.078, -4.408], [0.029, 3.168, -3.471], [0.029, 2.257, -2.533], [0.029, 1.346, -1.596], [0.029, 0.436, -0.659], [0.029, -0.475, 0.278], [0.029, -1.385, 1.216], [0.029, -2.296, 2.153], [0.029, -3.206, 3.09], [0.029, -4.117, 4.027], [0.029, -5.028, 4.965], [0.029, -5.938, 5.902], [0.029, -6.849, 6.839], [0.029, -7.759, 7.776], [0.029, -8.67, 8.714], [0.029, -9.58, 9.651], [0.029, -10.491, 10.588], [0.029, -11.402, 11.525], [0.029, -12.312, 12.463], [0.029, -13.223, 13.4], [0.029, -14.133, 14.337], [0.029, -15.044, 15.274]]"
Athena,v2,0.25,9,45,"[-30.09, -68.931, -66.021]",100.079,"[-0.484, -1.108, -1.061]",1.609,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.302, 55.01, -58.461], [0.302, 48.408, -51.568], [0.302, 41.805, -44.675], [0.302, 35.203, -37.782], [0.302, 28.601, -30.889], [0.302, 21.999, -23.996], [0.302, 15.397, -17.103], [0.302, 8.795, -10.21], [0.302, 2.193, -3.316], [0.302, -4.41, 3.577], [0.302, -11.012, 10.47], [0.302, -17.614, 17.363], [0.302, -24.216, 24.256], [0.302, -30.818, 31.149], [0.302, -37.42, 38.042], [0.302, -44.022, 44.935], [0.302, -50.624, 51.828], [0.302, -57.227, 58.721], [0.302, -63.829, 65.615], [0.302, -70.431, 72.508], [0.302, -77.033, 79.401], [0.302, -83.635, 86.294], [0.302, -90.237, 93.187], [0.302, -96.839, 100.08], [0.302, -103.442, 106.973]]","[[0.037, 6.75, -7.174], [0.037, 5.94, -6.328], [0.037, 5.13, -5.482], [0.037, 4.32, -4.636], [0.037, 3.51, -3.79], [0.037, 2.7, -2.945], [0.037, 1.889, -2.099], [0.037, 1.079, -1.253], [0.037, 0.269, -0.407], [0.037, -0.541, 0.439], [0.037, -1.351, 1.285], [0.037, -2.161, 2.131], [0.037, -2.972, 2.977], [0.037, -3.782, 3.822], [0.037, -4.592, 4.668], [0.037, -5.402, 5.514], [0.037, -6.212, 6.36], [0.037, -7.023, 7.206], [0.037, -7.833, 8.052], [0.037, -8.643, 8.898], [0.037, -9.453, 9.744], [0.037, -10.263, 10.589], [0.037, -11.073, 11.435], [0.037, -11.883, 12.281], [0.037, -12.694, 13.127]]"
Athena,v2,0.45,13,0,"[-87.895, -18.112, -534.25]",541.735,"[-0.436, -0.09, -2.651]",2.688,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[-0.287, 419.552, -7.68], [-0.287, 366.127, -5.869], [-0.287, 312.702, -4.058], [-0.287, 259.277, -2.247], [-0.287, 205.852, -0.435], [-0.287, 152.427, 1.376], [-0.287, 99.002, 3.187], [-0.287, 45.577, 4.998], [-0.287, -7.848, 6.809], [-0.287, -61.274, 8.621], [-0.287, -114.699, 10.432], [-0.287, -168.124, 12.243], [-0.287, -221.549, 14.054], [-0.287, -274.974, 15.865], [-0.287, -328.399, 17.677], [-0.287, -381.824, 19.488], [-0.287, -435.249, 21.299], [-0.287, -488.674, 23.11], [-0.287, -542.099, 24.921], [-0.287, -595.524, 26.733], [-0.287, -648.949, 28.544], [-0.287, -702.374, 30.355], [-0.287, -755.799, 32.166], [-0.287, -809.224, 33.977], [-0.287, -862.649, 35.789]]","[[-0.011, 15.89, -0.291], [-0.011, 13.867, -0.222], [-0.011, 11.843, -0.154], [-0.011, 9.82, -0.085], [-0.011, 7.797, -0.016], [-0.011, 5.773, 0.052], [-0.011, 3.75, 0.121], [-0.011, 1.726, 0.189], [-0.011, -0.297, 0.258], [-0.011, -2.321, 0.327], [-0.011, -4.344, 0.395], [-0.011, -6.368, 0.464], [-0.011, -8.391, 0.532], [-0.011, -10.414, 0.601], [-0.011, -12.438, 0.67], [-0.011, -14.461, 0.738], [-0.011, -16.485, 0.807], [-0.011, -18.508, 0.875], [-0.011, -20.532, 0.944], [-0.011, -22.555, 1.012], [-0.011, -24.579, 1.081], [-0.011, -26.602, 1.15], [-0.011, -28.625, 1.218], [-0.011, -30.649, 1.287], [-0.011, -32.672, 1.355]]"
Athena,v2,0.1,13,0,"[-4.978, -1.933, -24.077]",24.662,"[-0.5, -0.194, -2.419]",2.478,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[0.03, 19.89, -2.025], [0.03, 17.483, -1.832], [0.03, 15.075, -1.639], [0.03, 12.667, -1.445], [0.03, 10.26, -1.252], [0.03, 7.852, -1.059], [0.03, 5.444, -0.865], [0.03, 3.037, -0.672], [0.03, 0.629, -0.479], [0.03, -1.779, -0.285], [0.03, -4.186, -0.092], [0.03, -6.594, 0.101], [0.03, -9.002, 0.294], [0.03, -11.409, 0.488], [0.03, -13.817, 0.681], [0.03, -16.225, 0.874], [0.03, -18.632, 1.068], [0.03, -21.04, 1.261], [0.03, -23.448, 1.454], [0.03, -25.855, 1.648], [0.03, -28.263, 1.841], [0.03, -30.671, 2.034], [0.03, -33.078, 2.228], [0.03, -35.486, 2.421], [0.03, -37.894, 2.614]]","[[0.023, 15.255, -1.553], [0.023, 13.409, -1.405], [0.023, 11.562, -1.257], [0.023, 9.715, -1.108], [0.023, 7.869, -0.96], [0.023, 6.022, -0.812], [0.023, 4.175, -0.663], [0.023, 2.329, -0.515], [0.023, 0.482, -0.367], [0.023, -1.364, -0.219], [0.023, -3.21, -0.071], [0.023, -5.057, 0.077], [0.023, -6.904, 0.225], [0.023, -8.75, 0.374], [0.023, -10.597, 0.522], [0.023, -12.444, 0.67], [0.023, -14.29, 0.819], [0.023, -16.137, 0.967], [0.023, -17.984, 1.115], [0.023, -19.83, 1.264], [0.023, -21.677, 1.412], [0.023, -23.523, 1.56], [0.023, -25.369, 1.709], [0.023, -27.216, 1.857], [0.023, -29.063, 2.005]]"
Athena,v2,0.65,1,0,"[-195.599, 2.125, -73.579]",208.991,"[-0.465, 0.005, -0.175]",0.497,"[-3.0, -2.9, -2.8, -2.7, -2.6, -2.5, -2.4, -2.3, -2.2, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6, -1.5, -1.4, -1.3, -1.2, -1.1, -1.0, -0.9, -0.8, -0.7, -0.6]","[[-0.047, 50.391, 0.541], [-0.047, 43.033, 0.328], [-0.047, 35.675, 0.116], [-0.047, 28.318, -0.097], [-0.047, 20.96, -0.309], [-0.047, 13.602, -0.522], [-0.047, 6.244, -0.734], [-0.047, -1.114, -0.947], [-0.047, -8.472, -1.159], [-0.047, -15.83, -1.371], [-0.047, -23.188, -1.584], [-0.047, -30.545, -1.796], [-0.047, -37.903, -2.009], [-0.047, -45.261, -2.221], [-0.047, -52.619, -2.434], [-0.047, -59.977, -2.646], [-0.047, -67.335, -2.859], [-0.047, -74.693, -3.071], [-0.047, -82.051, -3.284], [-0.047, -89.409, -3.496], [-0.047, -96.766, -3.708], [-0.047, -104.124, -3.921], [-0.047, -111.482, -4.133], [-0.047, -118.84, -4.346], [-0.047, -126.198, -4.558]]","[[-0.001, 0.915, 0.01], [-0.001, 0.781, 0.006], [-0.001, 0.648, 0.002], [-0.001, 0.514, -0.002], [-0.001, 0.38, -0.006], [-0.001, 0.247, -0.009], [-0.001, 0.113, -0.013], [-0.001, -0.02, -0.017], [-0.001, -0.154, -0.021], [-0.001, -0.287, -0.025], [-0.001, -0.421, -0.029], [-0.001, -0.554, -0.033], [-0.001, -0.688, -0.036], [-0.001, -0.822, -0.04], [-0.001, -0.955, -0.044], [-0.001, -1.089, -0.048], [-0.001, -1.222, -0.052], [-0.001, -1.356, -0.056], [-0.001, -1.489, -0.06], [-0.001, -1.623, -0.063], [-0.001, -1.757, -0.067], [-0.001, -1.89, -0.071], [-0.001, -2.024, -0.075], [-0.001, -2.157, -0.079], [-0.001, -2.291, -0.083]]"
